DAY,HOUR,EXPORT_PRICE(R$/MWh),IMPORT_PRICE(R$/MWh)
05/07/19, 9, 188.5576, 199.54
05/07/19, 10, 195.0784, 199.54
05/07/19, 11, 188.5576, 199.54
05/07/19, 12, 194.2204, 199.54
05/07/19, 13, 187.6996, 199.54
05/07/19, 14, 190.2736, 199.54
05/07/19, 15, 189.5872, 199.54
05/07/19, 16, 193.8772, 199.54
05/07/19, 17, 194.7352, 199.54
05/07/19, 18, 192.8476, 199.54
05/07/19, 19, 191.3032, 199.54
05/07/19, 20, 187.1848, 199.54
05/07/19, 21, 193.1908, 199.54
05/07/19, 22, 195.0784, 199.54
05/07/19, 23, 194.392, 199.54
06/07/19, 0, 197.8478, 201.09
06/07/19, 1, 191.8622, 201.09
06/07/19, 2, 195.6032, 201.09
06/07/19, 3, 196.3514, 201.09
06/07/19, 4, 196.3514, 201.09
06/07/19, 5, 195.2291, 201.09
06/07/19, 6, 194.2315, 201.09
06/07/19, 7, 191.9869, 201.09
06/07/19, 8, 194.3562, 201.09
06/07/19, 9, 193.9821, 201.09
06/07/19, 10, 197.0996, 201.09
06/07/19, 11, 195.1044, 201.09
06/07/19, 12, 196.6008, 201.09
06/07/19, 13, 193.2339, 201.09
06/07/19, 14, 197.9725, 201.09
06/07/19, 15, 193.4833, 201.09
06/07/19, 16, 197.9725, 201.09
06/07/19, 17, 193.1092, 201.09
06/07/19, 18, 194.6056, 201.09
06/07/19, 19, 197.8478, 201.09
06/07/19, 20, 196.6008, 201.09
06/07/19, 21, 196.102, 201.09
06/07/19, 22, 192.1116, 201.09
06/07/19, 23, 196.8502, 201.09
07/07/19, 0, 187.7704, 195.54
07/07/19, 1, 190.1984, 195.54
07/07/19, 2, 188.1346, 195.54
07/07/19, 3, 190.1984, 195.54
07/07/19, 4, 190.9268, 195.54
07/07/19, 5, 187.042, 195.54
07/07/19, 6, 189.5914, 195.54
07/07/19, 7, 189.1058, 195.54
07/07/19, 8, 191.0482, 195.54
07/07/19, 9, 187.7704, 195.54
07/07/19, 10, 187.042, 195.54
07/07/19, 11, 188.863, 195.54
07/07/19, 12, 191.0482, 195.54
07/07/19, 13, 188.863, 195.54
07/07/19, 14, 191.898, 195.54
07/07/19, 15, 188.4988, 195.54
07/07/19, 16, 191.4124, 195.54
07/07/19, 17, 189.3486, 195.54
07/07/19, 18, 192.0194, 195.54
07/07/19, 19, 187.1634, 195.54
07/07/19, 20, 189.1058, 195.54
07/07/19, 21, 188.6202, 195.54
07/07/19, 22, 190.684, 195.54
07/07/19, 23, 189.1058, 195.54
08/07/19, 0, 198.8761, 204.7
08/07/19, 1, 188.5225, 204.7
08/07/19, 2, 193.915, 204.7
08/07/19, 3, 190.8952, 204.7
08/07/19, 4, 198.6604, 204.7
08/07/19, 5, 191.1109, 204.7
08/07/19, 6, 189.1696, 204.7
08/07/19, 7, 188.7382, 204.7
08/07/19, 8, 191.3266, 204.7
08/07/19, 9, 197.7976, 204.7
08/07/19, 10, 198.4447, 204.7
08/07/19, 11, 194.5621, 204.7
08/07/19, 12, 188.9539, 204.7
08/07/19, 13, 197.1505, 204.7
08/07/19, 14, 193.4836, 204.7
08/07/19, 15, 192.8365, 204.7
08/07/19, 16, 189.601, 204.7
08/07/19, 17, 193.6993, 204.7
08/07/19, 18, 188.7382, 204.7
08/07/19, 19, 198.229, 204.7
08/07/19, 20, 190.6795, 204.7
08/07/19, 21, 188.9539, 204.7
08/07/19, 22, 198.0133, 204.7
08/07/19, 23, 191.5423, 204.7
09/07/19, 0, 193.314, 203.7
09/07/19, 1, 197.93, 203.7
09/07/19, 2, 189.852, 203.7
09/07/19, 3, 188.9288, 203.7
09/07/19, 4, 196.3144, 203.7
09/07/19, 5, 186.6208, 203.7
09/07/19, 6, 188.0056, 203.7
09/07/19, 7, 188.2364, 203.7
09/07/19, 8, 191.9292, 203.7
09/07/19, 9, 190.5444, 203.7
09/07/19, 10, 189.3904, 203.7
09/07/19, 11, 193.314, 203.7
09/07/19, 12, 192.16, 203.7
09/07/19, 13, 193.0832, 203.7
09/07/19, 14, 193.7756, 203.7
09/07/19, 15, 193.7756, 203.7
09/07/19, 16, 196.3144, 203.7
09/07/19, 17, 189.852, 203.7
09/07/19, 18, 186.39, 203.7
09/07/19, 19, 194.468, 203.7
09/07/19, 20, 194.468, 203.7
09/07/19, 21, 191.006, 203.7
09/07/19, 22, 194.468, 203.7
09/07/19, 23, 192.8524, 203.7
10/07/19, 0, 196.8375, 207.06
10/07/19, 1, 200.9265, 207.06
10/07/19, 2, 197.9279, 207.06
10/07/19, 3, 198.3368, 207.06
10/07/19, 4, 197.1101, 207.06
10/07/19, 5, 197.9279, 207.06
10/07/19, 6, 198.4731, 207.06
10/07/19, 7, 198.882, 207.06
10/07/19, 8, 197.7916, 207.06
10/07/19, 9, 201.7443, 207.06
10/07/19, 10, 203.3799, 207.06
10/07/19, 11, 203.2436, 207.06
10/07/19, 12, 201.1991, 207.06
10/07/19, 13, 197.6553, 207.06
10/07/19, 14, 201.608, 207.06
10/07/19, 15, 197.2464, 207.06
10/07/19, 16, 198.3368, 207.06
10/07/19, 17, 199.5635, 207.06
10/07/19, 18, 197.3827, 207.06
10/07/19, 19, 197.9279, 207.06
10/07/19, 20, 202.0169, 207.06
10/07/19, 21, 197.9279, 207.06
10/07/19, 22, 200.5176, 207.06
10/07/19, 23, 201.8806, 207.06
11/07/19, 0, 200.6238, 206.55
11/07/19, 1, 202.317, 206.55
11/07/19, 2, 200.4827, 206.55
11/07/19, 3, 196.9552, 206.55
11/07/19, 4, 201.7526, 206.55
11/07/19, 5, 198.084, 206.55
11/07/19, 6, 201.1882, 206.55
11/07/19, 7, 199.9183, 206.55
11/07/19, 8, 196.2497, 206.55
11/07/19, 9, 196.673, 206.55
11/07/19, 10, 200.7649, 206.55
11/07/19, 11, 201.1882, 206.55
11/07/19, 12, 202.8814, 206.55
11/07/19, 13, 199.495, 206.55
11/07/19, 14, 196.3908, 206.55
11/07/19, 15, 200.6238, 206.55
11/07/19, 16, 197.8018, 206.55
11/07/19, 17, 199.7772, 206.55
11/07/19, 18, 199.9183, 206.55
11/07/19, 19, 196.3908, 206.55
11/07/19, 20, 196.673, 206.55
11/07/19, 21, 199.7772, 206.55
11/07/19, 22, 201.6115, 206.55
11/07/19, 23, 200.2005, 206.55
12/07/19, 0, 200.8292, 210.65
12/07/19, 1, 205.3304, 210.65
12/07/19, 2, 205.4668, 210.65
12/07/19, 3, 203.4208, 210.65
12/07/19, 4, 203.9664, 210.65
12/07/19, 5, 206.8308, 210.65
12/07/19, 6, 201.3748, 210.65
12/07/19, 7, 203.83, 210.65
12/07/19, 8, 202.466, 210.65
12/07/19, 9, 206.2852, 210.65
12/07/19, 10, 206.2852, 210.65
12/07/19, 11, 202.6024, 210.65
12/07/19, 12, 203.6936, 210.65
12/07/19, 13, 205.4668, 210.65
12/07/19, 14, 204.2392, 210.65
12/07/19, 15, 206.6944, 210.65
12/07/19, 16, 202.6024, 210.65
12/07/19, 17, 204.7848, 210.65
12/07/19, 18, 203.6936, 210.65
12/07/19, 19, 204.1028, 210.65
12/07/19, 20, 202.6024, 210.65
12/07/19, 21, 204.7848, 210.65
12/07/19, 22, 204.7848, 210.65
12/07/19, 23, 206.1488, 210.65
13/07/19, 0, 200.2772, 203.78
13/07/19, 1, 198.8594, 203.78
13/07/19, 2, 199.2764, 203.78
13/07/19, 3, 200.2772, 203.78
13/07/19, 4, 199.193, 203.78
13/07/19, 5, 199.7768, 203.78
13/07/19, 6, 201.0278, 203.78
13/07/19, 7, 198.5258, 203.78
13/07/19, 8, 198.2756, 203.78
13/07/19, 9, 199.3598, 203.78
13/07/19, 10, 199.2764, 203.78
13/07/19, 11, 199.2764, 203.78
13/07/19, 12, 198.776, 203.78
13/07/19, 13, 201.1946, 203.78
13/07/19, 14, 201.695, 203.78
13/07/19, 15, 198.5258, 203.78
13/07/19, 16, 199.193, 203.78
13/07/19, 17, 199.3598, 203.78
13/07/19, 18, 201.3614, 203.78
13/07/19, 19, 198.6926, 203.78
13/07/19, 20, 200.444, 203.78
13/07/19, 21, 198.6926, 203.78
13/07/19, 22, 200.444, 203.78
13/07/19, 23, 200.9444, 203.78
14/07/19, 0, 199.121, 202.64
14/07/19, 1, 197.1545, 202.64
14/07/19, 2, 196.1195, 202.64
14/07/19, 3, 197.672, 202.64
14/07/19, 4, 194.981, 202.64
14/07/19, 5, 197.465, 202.64
14/07/19, 6, 196.3265, 202.64
14/07/19, 7, 197.3615, 202.64
14/07/19, 8, 199.0175, 202.64
14/07/19, 9, 197.258, 202.64
14/07/19, 10, 197.465, 202.64
14/07/19, 11, 196.1195, 202.64
14/07/19, 12, 198.1895, 202.64
14/07/19, 13, 196.43, 202.64
14/07/19, 14, 198.1895, 202.64
14/07/19, 15, 196.016, 202.64
14/07/19, 16, 198.707, 202.64
14/07/19, 17, 199.4315, 202.64
14/07/19, 18, 198.6035, 202.64
14/07/19, 19, 196.7405, 202.64
14/07/19, 20, 197.5685, 202.64
14/07/19, 21, 196.844, 202.64
14/07/19, 22, 196.844, 202.64
14/07/19, 23, 195.2915, 202.64
15/07/19, 0, 199.9766, 205.25
15/07/19, 1, 199.1912, 205.25
15/07/19, 2, 197.8448, 205.25
15/07/19, 3, 201.323, 205.25
15/07/19, 4, 202.445, 205.25
15/07/19, 5, 200.6498, 205.25
15/07/19, 6, 202.3328, 205.25
15/07/19, 7, 196.9472, 205.25
15/07/19, 8, 199.3034, 205.25
15/07/19, 9, 199.5278, 205.25
15/07/19, 10, 197.7326, 205.25
15/07/19, 11, 197.5082, 205.25
15/07/19, 12, 201.2108, 205.25
15/07/19, 13, 199.079, 205.25
15/07/19, 14, 199.3034, 205.25
15/07/19, 15, 201.0986, 205.25
15/07/19, 16, 199.8644, 205.25
15/07/19, 17, 200.762, 205.25
15/07/19, 18, 197.957, 205.25
15/07/19, 19, 198.0692, 205.25
15/07/19, 20, 198.6302, 205.25
15/07/19, 21, 199.5278, 205.25
15/07/19, 22, 201.4352, 205.25
15/07/19, 23, 202.2206, 205.25
16/07/19, 0, 202.9796, 207.01
16/07/19, 1, 204.5368, 207.01
16/07/19, 2, 201.514, 207.01
16/07/19, 3, 204.262, 207.01
16/07/19, 4, 203.4376, 207.01
16/07/19, 5, 200.8728, 207.01
16/07/19, 6, 203.9872, 207.01
16/07/19, 7, 203.804, 207.01
16/07/19, 8, 202.5216, 207.01
16/07/19, 9, 200.5064, 207.01
16/07/19, 10, 204.5368, 207.01
16/07/19, 11, 203.346, 207.01
16/07/19, 12, 202.7048, 207.01
16/07/19, 13, 201.6056, 207.01
16/07/19, 14, 203.5292, 207.01
16/07/19, 15, 202.43, 207.01
16/07/19, 16, 202.0636, 207.01
16/07/19, 17, 203.4376, 207.01
16/07/19, 18, 200.2316, 207.01
16/07/19, 19, 201.6972, 207.01
16/07/19, 20, 204.3536, 207.01
16/07/19, 21, 204.262, 207.01
16/07/19, 22, 204.0788, 207.01
16/07/19, 23, 200.8728, 207.01
17/07/19, 0, 204.685, 207.07
17/07/19, 1, 203.1586, 207.07
17/07/19, 2, 203.731, 207.07
17/07/19, 3, 202.8724, 207.07
17/07/19, 4, 204.0172, 207.07
17/07/19, 5, 202.4908, 207.07
17/07/19, 6, 200.2012, 207.07
17/07/19, 7, 204.3988, 207.07
17/07/19, 8, 201.7276, 207.07
17/07/19, 9, 202.0138, 207.07
17/07/19, 10, 201.1552, 207.07
17/07/19, 11, 201.1552, 207.07
17/07/19, 12, 200.7736, 207.07
17/07/19, 13, 203.8264, 207.07
17/07/19, 14, 200.1058, 207.07
17/07/19, 15, 201.0598, 207.07
17/07/19, 16, 201.7276, 207.07
17/07/19, 17, 202.0138, 207.07
17/07/19, 18, 201.346, 207.07
17/07/19, 19, 203.1586, 207.07
17/07/19, 20, 201.2506, 207.07
17/07/19, 21, 201.9184, 207.07
17/07/19, 22, 202.5862, 207.07
17/07/19, 23, 204.685, 207.07
18/07/19, 0, 200.5386, 205.27
18/07/19, 1, 201.3464, 205.27
18/07/19, 2, 197.6536, 205.27
18/07/19, 3, 198.5768, 205.27
18/07/19, 4, 198.1152, 205.27
18/07/19, 5, 201.231, 205.27
18/07/19, 6, 201.1156, 205.27
18/07/19, 7, 198.4614, 205.27
18/07/19, 8, 201.6926, 205.27
18/07/19, 9, 201.5772, 205.27
18/07/19, 10, 199.9616, 205.27
18/07/19, 11, 198.8076, 205.27
18/07/19, 12, 199.1538, 205.27
18/07/19, 13, 197.5382, 205.27
18/07/19, 14, 199.6154, 205.27
18/07/19, 15, 199.3846, 205.27
18/07/19, 16, 199.9616, 205.27
18/07/19, 17, 197.9998, 205.27
18/07/19, 18, 199.8462, 205.27
18/07/19, 19, 198.2306, 205.27
18/07/19, 20, 198.6922, 205.27
18/07/19, 21, 200.654, 205.27
18/07/19, 22, 198.4614, 205.27
18/07/19, 23, 201.0002, 205.27
19/07/19, 0, 203.7514, 207.91
19/07/19, 1, 199.8796, 207.91
19/07/19, 2, 197.155, 207.91
19/07/19, 3, 198.0154, 207.91
19/07/19, 4, 203.8948, 207.91
19/07/19, 5, 203.0344, 207.91
19/07/19, 6, 203.608, 207.91
19/07/19, 7, 201.457, 207.91
19/07/19, 8, 199.5928, 207.91
19/07/19, 9, 200.74, 207.91
19/07/19, 10, 204.325, 207.91
19/07/19, 11, 199.306, 207.91
19/07/19, 12, 201.7438, 207.91
19/07/19, 13, 199.8796, 207.91
19/07/19, 14, 198.3022, 207.91
19/07/19, 15, 199.5928, 207.91
19/07/19, 16, 200.4532, 207.91
19/07/19, 17, 199.5928, 207.91
19/07/19, 18, 203.3212, 207.91
19/07/19, 19, 198.7324, 207.91
19/07/19, 20, 197.4418, 207.91
19/07/19, 21, 200.74, 207.91
19/07/19, 22, 199.306, 207.91
19/07/19, 23, 198.4456, 207.91
20/07/19, 0, 211.392, 215.63
20/07/19, 1, 212.5656, 215.63
20/07/19, 2, 213.348, 215.63
20/07/19, 3, 212.696, 215.63
20/07/19, 4, 211.1964, 215.63
20/07/19, 5, 214.0, 215.63
20/07/19, 6, 211.7832, 215.63
20/07/19, 7, 211.5876, 215.63
20/07/19, 8, 211.4572, 215.63
20/07/19, 9, 212.044, 215.63
20/07/19, 10, 211.2616, 215.63
20/07/19, 11, 211.0008, 215.63
20/07/19, 12, 211.066, 215.63
20/07/19, 13, 211.066, 215.63
20/07/19, 14, 211.392, 215.63
20/07/19, 15, 213.2828, 215.63
20/07/19, 16, 213.2828, 215.63
20/07/19, 17, 210.8704, 215.63
20/07/19, 18, 211.9136, 215.63
20/07/19, 19, 211.2616, 215.63
20/07/19, 20, 211.0008, 215.63
20/07/19, 21, 213.8696, 215.63
20/07/19, 22, 211.5876, 215.63
20/07/19, 23, 213.2828, 215.63
21/07/19, 0, 206.6349, 212.16
21/07/19, 1, 207.0734, 212.16
21/07/19, 2, 208.652, 212.16
21/07/19, 3, 208.2135, 212.16
21/07/19, 4, 208.0381, 212.16
21/07/19, 5, 207.6873, 212.16
21/07/19, 6, 209.0028, 212.16
21/07/19, 7, 207.1611, 212.16
21/07/19, 8, 208.5643, 212.16
21/07/19, 9, 209.3536, 212.16
21/07/19, 10, 208.8274, 212.16
21/07/19, 11, 207.9504, 212.16
21/07/19, 12, 206.9857, 212.16
21/07/19, 13, 208.3889, 212.16
21/07/19, 14, 209.8798, 212.16
21/07/19, 15, 206.6349, 212.16
21/07/19, 16, 206.1087, 212.16
21/07/19, 17, 206.021, 212.16
21/07/19, 18, 208.8274, 212.16
21/07/19, 19, 209.0028, 212.16
21/07/19, 20, 205.6702, 212.16
21/07/19, 21, 208.0381, 212.16
21/07/19, 22, 206.1087, 212.16
21/07/19, 23, 208.652, 212.16
22/07/19, 0, 210.506, 217.31
22/07/19, 1, 211.451, 217.31
22/07/19, 2, 212.207, 217.31
22/07/19, 3, 214.475, 217.31
22/07/19, 4, 213.341, 217.31
22/07/19, 5, 213.152, 217.31
22/07/19, 6, 214.664, 217.31
22/07/19, 7, 213.53, 217.31
22/07/19, 8, 211.829, 217.31
22/07/19, 9, 211.829, 217.31
22/07/19, 10, 213.53, 217.31
22/07/19, 11, 214.664, 217.31
22/07/19, 12, 211.3565, 217.31
22/07/19, 13, 211.64, 217.31
22/07/19, 14, 214.664, 217.31
22/07/19, 15, 213.2465, 217.31
22/07/19, 16, 210.2225, 217.31
22/07/19, 17, 212.963, 217.31
22/07/19, 18, 213.4355, 217.31
22/07/19, 19, 214.9475, 217.31
22/07/19, 20, 210.6005, 217.31
22/07/19, 21, 210.695, 217.31
22/07/19, 22, 211.829, 217.31
22/07/19, 23, 210.506, 217.31
23/07/19, 0, 211.9761, 217.01
23/07/19, 1, 212.8978, 217.01
23/07/19, 2, 214.3158, 217.01
23/07/19, 3, 214.174, 217.01
23/07/19, 4, 213.8904, 217.01
23/07/19, 5, 214.8121, 217.01
23/07/19, 6, 213.465, 217.01
23/07/19, 7, 212.8269, 217.01
23/07/19, 8, 214.4576, 217.01
23/07/19, 9, 215.1666, 217.01
23/07/19, 10, 213.6068, 217.01
23/07/19, 11, 213.465, 217.01
23/07/19, 12, 214.4576, 217.01
23/07/19, 13, 214.883, 217.01
23/07/19, 14, 213.0396, 217.01
23/07/19, 15, 213.2523, 217.01
23/07/19, 16, 215.1666, 217.01
23/07/19, 17, 211.7634, 217.01
23/07/19, 18, 214.2449, 217.01
23/07/19, 19, 211.9761, 217.01
23/07/19, 20, 212.3306, 217.01
23/07/19, 21, 212.4015, 217.01
23/07/19, 22, 213.6777, 217.01
23/07/19, 23, 212.4724, 217.01
24/07/19, 0, 217.3557, 220.74
24/07/19, 1, 213.738, 220.74
24/07/19, 2, 216.3054, 220.74
24/07/19, 3, 213.2712, 220.74
24/07/19, 4, 214.7883, 220.74
24/07/19, 5, 212.6877, 220.74
24/07/19, 6, 217.239, 220.74
24/07/19, 7, 215.8386, 220.74
24/07/19, 8, 215.0217, 220.74
24/07/19, 9, 217.5891, 220.74
24/07/19, 10, 212.4543, 220.74
24/07/19, 11, 217.5891, 220.74
24/07/19, 12, 213.2712, 220.74
24/07/19, 13, 216.8889, 220.74
24/07/19, 14, 213.9714, 220.74
24/07/19, 15, 215.9553, 220.74
24/07/19, 16, 212.6877, 220.74
24/07/19, 17, 212.1042, 220.74
24/07/19, 18, 212.6877, 220.74
24/07/19, 19, 213.8547, 220.74
24/07/19, 20, 212.3376, 220.74
24/07/19, 21, 213.9714, 220.74
24/07/19, 22, 212.3376, 220.74
24/07/19, 23, 214.7883, 220.74
25/07/19, 0, 215.0944, 218.61
25/07/19, 1, 214.5774, 218.61
25/07/19, 2, 212.923, 218.61
25/07/19, 3, 211.4754, 218.61
25/07/19, 4, 213.7502, 218.61
25/07/19, 5, 214.6808, 218.61
25/07/19, 6, 215.4046, 218.61
25/07/19, 7, 213.8536, 218.61
25/07/19, 8, 211.6822, 218.61
25/07/19, 9, 213.8536, 218.61
25/07/19, 10, 213.0264, 218.61
25/07/19, 11, 215.3012, 218.61
25/07/19, 12, 215.4046, 218.61
25/07/19, 13, 215.4046, 218.61
25/07/19, 14, 211.889, 218.61
25/07/19, 15, 214.474, 218.61
25/07/19, 16, 211.2686, 218.61
25/07/19, 17, 213.5434, 218.61
25/07/19, 18, 211.4754, 218.61
25/07/19, 19, 213.7502, 218.61
25/07/19, 20, 211.2686, 218.61
25/07/19, 21, 214.6808, 218.61
25/07/19, 22, 212.6128, 218.61
25/07/19, 23, 214.1638, 218.61
26/07/19, 0, 214.696, 220.9
26/07/19, 1, 215.488, 220.9
26/07/19, 2, 213.772, 220.9
26/07/19, 3, 211.792, 220.9
26/07/19, 4, 213.244, 220.9
26/07/19, 5, 215.224, 220.9
26/07/19, 6, 212.848, 220.9
26/07/19, 7, 216.28, 220.9
26/07/19, 8, 213.64, 220.9
26/07/19, 9, 217.204, 220.9
26/07/19, 10, 215.092, 220.9
26/07/19, 11, 217.468, 220.9
26/07/19, 12, 217.6, 220.9
26/07/19, 13, 211.264, 220.9
26/07/19, 14, 211.0, 220.9
26/07/19, 15, 212.848, 220.9
26/07/19, 16, 212.98, 220.9
26/07/19, 17, 214.96, 220.9
26/07/19, 18, 215.092, 220.9
26/07/19, 19, 214.3, 220.9
26/07/19, 20, 214.564, 220.9
26/07/19, 21, 214.036, 220.9
26/07/19, 22, 216.148, 220.9
26/07/19, 23, 214.564, 220.9
27/07/19, 0, 243.8016, 248.16
27/07/19, 1, 245.5268, 248.16
27/07/19, 2, 242.258, 248.16
27/07/19, 3, 243.8924, 248.16
27/07/19, 4, 241.4408, 248.16
27/07/19, 5, 244.074, 248.16
27/07/19, 6, 245.3452, 248.16
27/07/19, 7, 241.35, 248.16
27/07/19, 8, 243.2568, 248.16
27/07/19, 9, 245.7992, 248.16
27/07/19, 10, 244.2556, 248.16
27/07/19, 11, 243.3476, 248.16
27/07/19, 12, 244.4372, 248.16
27/07/19, 13, 243.9832, 248.16
27/07/19, 14, 242.258, 248.16
27/07/19, 15, 244.982, 248.16
27/07/19, 16, 241.9856, 248.16
27/07/19, 17, 243.4384, 248.16
27/07/19, 18, 242.3488, 248.16
27/07/19, 19, 243.4384, 248.16
27/07/19, 20, 245.2544, 248.16
27/07/19, 21, 245.2544, 248.16
27/07/19, 22, 245.0728, 248.16
27/07/19, 23, 245.89, 248.16
28/07/19, 0, 234.5793, 245.63
28/07/19, 1, 237.5761, 245.63
28/07/19, 2, 237.3888, 245.63
28/07/19, 3, 238.8872, 245.63
28/07/19, 4, 233.4555, 245.63
28/07/19, 5, 233.2682, 245.63
28/07/19, 6, 236.4523, 245.63
28/07/19, 7, 239.8237, 245.63
28/07/19, 8, 235.8904, 245.63
28/07/19, 9, 233.8301, 245.63
28/07/19, 10, 234.2047, 245.63
28/07/19, 11, 233.4555, 245.63
28/07/19, 12, 238.5126, 245.63
28/07/19, 13, 237.0142, 245.63
28/07/19, 14, 240.9475, 245.63
28/07/19, 15, 238.6999, 245.63
28/07/19, 16, 232.8936, 245.63
28/07/19, 17, 240.011, 245.63
28/07/19, 18, 233.0809, 245.63
28/07/19, 19, 238.3253, 245.63
28/07/19, 20, 240.011, 245.63
28/07/19, 21, 240.011, 245.63
28/07/19, 22, 238.8872, 245.63
28/07/19, 23, 235.8904, 245.63
29/07/19, 0, 238.56, 249.63
29/07/19, 1, 243.8736, 249.63
29/07/19, 2, 238.8552, 249.63
29/07/19, 3, 239.0028, 249.63
29/07/19, 4, 244.464, 249.63
29/07/19, 5, 239.1504, 249.63
29/07/19, 6, 238.8552, 249.63
29/07/19, 7, 242.1024, 249.63
29/07/19, 8, 241.0692, 249.63
29/07/19, 9, 240.3312, 249.63
29/07/19, 10, 245.7924, 249.63
29/07/19, 11, 241.9548, 249.63
29/07/19, 12, 243.726, 249.63
29/07/19, 13, 243.2832, 249.63
29/07/19, 14, 244.9068, 249.63
29/07/19, 15, 245.4972, 249.63
29/07/19, 16, 240.774, 249.63
29/07/19, 17, 243.5784, 249.63
29/07/19, 18, 241.9548, 249.63
29/07/19, 19, 239.298, 249.63
29/07/19, 20, 239.298, 249.63
29/07/19, 21, 244.464, 249.63
29/07/19, 22, 240.1836, 249.63
29/07/19, 23, 240.4788, 249.63
30/07/19, 0, 246.9184, 251.25
30/07/19, 1, 243.7334, 251.25
30/07/19, 2, 244.1156, 251.25
30/07/19, 3, 244.7526, 251.25
30/07/19, 4, 242.5868, 251.25
30/07/19, 5, 246.6636, 251.25
30/07/19, 6, 244.1156, 251.25
30/07/19, 7, 243.8608, 251.25
30/07/19, 8, 247.9376, 251.25
30/07/19, 9, 245.8992, 251.25
30/07/19, 10, 243.9882, 251.25
30/07/19, 11, 242.7142, 251.25
30/07/19, 12, 242.5868, 251.25
30/07/19, 13, 241.9498, 251.25
30/07/19, 14, 244.6252, 251.25
30/07/19, 15, 247.3006, 251.25
30/07/19, 16, 241.8224, 251.25
30/07/19, 17, 243.4786, 251.25
30/07/19, 18, 247.1732, 251.25
30/07/19, 19, 243.4786, 251.25
30/07/19, 20, 243.0964, 251.25
30/07/19, 21, 247.8102, 251.25
30/07/19, 22, 245.8992, 251.25
30/07/19, 23, 247.428, 251.25
31/07/19, 0, 246.6731, 251.87
31/07/19, 1, 245.2465, 251.87
31/07/19, 2, 245.1446, 251.87
31/07/19, 3, 246.775, 251.87
31/07/19, 4, 245.6541, 251.87
31/07/19, 5, 246.0617, 251.87
31/07/19, 6, 247.4883, 251.87
31/07/19, 7, 249.0168, 251.87
31/07/19, 8, 248.5073, 251.87
31/07/19, 9, 248.7111, 251.87
31/07/19, 10, 244.2275, 251.87
31/07/19, 11, 244.737, 251.87
31/07/19, 12, 245.8579, 251.87
31/07/19, 13, 246.0617, 251.87
31/07/19, 14, 244.5332, 251.87
31/07/19, 15, 244.6351, 251.87
31/07/19, 16, 246.8769, 251.87
31/07/19, 17, 245.2465, 251.87
31/07/19, 18, 246.1636, 251.87
31/07/19, 19, 245.8579, 251.87
31/07/19, 20, 247.8959, 251.87
31/07/19, 21, 249.1187, 251.87
31/07/19, 22, 244.2275, 251.87
31/07/19, 23, 249.1187, 251.87
01/08/19, 0, 244.389, 252.32
01/08/19, 1, 248.0146, 252.32
01/08/19, 2, 247.2215, 252.32
01/08/19, 3, 245.7486, 252.32
01/08/19, 4, 247.3348, 252.32
01/08/19, 5, 244.8422, 252.32
01/08/19, 6, 248.5811, 252.32
01/08/19, 7, 246.4284, 252.32
01/08/19, 8, 248.0146, 252.32
01/08/19, 9, 246.5417, 252.32
01/08/19, 10, 248.921, 252.32
01/08/19, 11, 244.7289, 252.32
01/08/19, 12, 249.0343, 252.32
01/08/19, 13, 244.389, 252.32
01/08/19, 14, 245.9752, 252.32
01/08/19, 15, 247.3348, 252.32
01/08/19, 16, 244.0491, 252.32
01/08/19, 17, 248.0146, 252.32
01/08/19, 18, 246.8816, 252.32
01/08/19, 19, 249.1476, 252.32
01/08/19, 20, 245.522, 252.32
01/08/19, 21, 245.2954, 252.32
01/08/19, 22, 244.9555, 252.32
01/08/19, 23, 246.8816, 252.32
02/08/19, 0, 248.8825, 252.45
02/08/19, 1, 246.4566, 252.45
02/08/19, 2, 246.3139, 252.45
02/08/19, 3, 243.3172, 252.45
02/08/19, 4, 245.7431, 252.45
02/08/19, 5, 243.4599, 252.45
02/08/19, 6, 246.0285, 252.45
02/08/19, 7, 244.7442, 252.45
02/08/19, 8, 247.7409, 252.45
02/08/19, 9, 242.7464, 252.45
02/08/19, 10, 242.3183, 252.45
02/08/19, 11, 243.6026, 252.45
02/08/19, 12, 243.4599, 252.45
02/08/19, 13, 242.6037, 252.45
02/08/19, 14, 248.8825, 252.45
02/08/19, 15, 243.888, 252.45
02/08/19, 16, 244.3161, 252.45
02/08/19, 17, 247.1701, 252.45
02/08/19, 18, 241.7475, 252.45
02/08/19, 19, 245.0296, 252.45
02/08/19, 20, 245.1723, 252.45
02/08/19, 21, 247.5982, 252.45
02/08/19, 22, 242.1756, 252.45
02/08/19, 23, 246.8847, 252.45
03/08/19, 0, 254.2812, 258.93
03/08/19, 1, 253.9236, 258.93
03/08/19, 2, 253.9236, 258.93
03/08/19, 3, 254.3706, 258.93
03/08/19, 4, 256.695, 258.93
03/08/19, 5, 255.5328, 258.93
03/08/19, 6, 253.9236, 258.93
03/08/19, 7, 255.354, 258.93
03/08/19, 8, 254.1024, 258.93
03/08/19, 9, 253.119, 258.93
03/08/19, 10, 252.5826, 258.93
03/08/19, 11, 254.907, 258.93
03/08/19, 12, 252.9402, 258.93
03/08/19, 13, 253.2084, 258.93
03/08/19, 14, 256.695, 258.93
03/08/19, 15, 256.695, 258.93
03/08/19, 16, 255.7116, 258.93
03/08/19, 17, 254.7282, 258.93
